Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2021M01	465
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M12	506
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M11	428
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M10	894
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M09	1.517
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M08	2.120
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M07	1.269
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M06	266
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M05	16
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M04	0
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M03	1.791
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M02	2.871
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2020M01	2.061
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M12	2.567
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M11	2.471
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M10	3.884
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M09	5.141
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M08	5.835
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M07	3.977
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M06	4.715
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M05	4.309
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M04	3.178
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M03	2.424
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M02	1.760
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2019M01	1.812
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M12	3.097
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M11	2.029
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M10	4.353
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M09	5.748
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M08	5.920
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M07	5.506
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M06	3.554
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M05	4.070
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M04	3.239
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M03	2.067
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M02	2.528
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2018M01	1.862
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M12	1.801
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M11	1.713
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M10	3.046
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M09	4.388
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M08	4.695
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M07	3.617
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M06	3.904
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M05	3.218
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M04	3.309
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M03	1.851
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M02	1.891
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2017M01	1.336
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M12	1.596
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M11	1.620
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M10	3.025
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M09	3.903
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M08	4.583
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M07	3.716
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M06	3.026
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M05	2.735
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M04	3.535
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M03	2.403
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M02	1.700
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2016M01	1.395
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M12	1.408
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M11	1.504
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M10	2.281
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M09	3.345
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M08	4.316
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M07	3.643
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M06	3.100
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M05	2.772
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M04	2.168
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M03	1.298
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M02	1.198
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2015M01	1.043
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M12	1.332
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M11	925
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M10	2.111
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M09	2.965
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M08	3.703
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M07	2.218
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M06	1.968
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M05	3.000
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M04	2.093
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M03	1.300
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M02	1.178
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2014M01	870
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M12	968
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M11	1.172
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M10	2.272
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M09	2.963
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M08	3.690
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M07	2.267
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M06	2.627
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M05	3.348
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M04	1.774
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M03	1.610
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M02	1.223
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2013M01	1.137
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M12	1.467
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M11	1.297
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M10	2.224
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M09	3.374
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M08	3.627
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M07	2.588
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M06	2.068
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M05	2.623
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M04	1.792
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M03	1.951
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M02	1.433
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2012M01	982
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M12	1.367
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M11	1.530
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M10	2.120
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M09	3.017
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M08	3.554
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M07	2.941
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M06	2.680
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M05	2.583
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M04	2.083
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M03	1.407
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M02	1.203
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2011M01	987
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M12	1.162
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M11	1.513
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M10	2.675
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M09	2.674
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M08	3.147
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M07	2.256
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M06	2.675
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M05	2.797
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M04	2.233
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M03	2.021
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M02	1.632
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2010M01	1.429
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M12	1.435
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M11	1.562
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M10	2.385
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M09	2.578
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M08	2.779
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M07	2.266
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M06	2.586
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M05	1.988
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M04	1.169
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M03	1.349
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M02	1.191
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2009M01	1.297
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M12	1.433
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M11	1.626
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M10	1.930
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M09	4.463
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M08	3.141
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M07	2.611
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M06	2.593
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M05	3.255
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M04	2.439
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M03	2.357
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M02	1.732
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2008M01	1.425
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M12	1.310
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M11	1.710
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M10	2.107
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M09	2.386
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M08	3.527
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M07	1.939
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M06	1.918
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M05	2.338
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M04	2.000
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M03	1.434
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M02	1.571
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2007M01	1.124
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M12	1.678
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M11	1.306
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M10	2.117
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M09	2.930
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M08	2.564
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M07	2.281
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M06	2.081
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M05	2.147
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M04	1.947
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M03	1.291
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M02	1.870
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2006M01	2.173
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M12	1.906
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M11	1.087
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M10	1.535
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M09	2.242
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M08	3.076
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M07	2.202
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M06	2.341
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M05	2.193
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M04	1.779
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M03	1.541
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M02	1.648
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2005M01	871
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2004M12	2.100
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2004M11	1.316
